longitude,latitude,stype,fwy,direc,abs_pm,state_pm,size
-117.820915,34.06362,ML,10,E,40.1,41.6,3
-118.636043,34.159836,FR,101,S,28.592,27.26,3
-117.849276,34.068245,ML,10,E,38.4,39.9,3
-118.289828,33.859338,FR,405,N,37.082,13.31,3
-118.699337,34.146784,FR,101,S,32.532,31.2,3
-118.282724,34.077518,FR,101,N,5.188,3.84,3
-118.860081,34.292599,FR,118,W,19.949,T19,3
-118.035849,33.887779,OR,5,S,118.24,1.67,3
-118.072717,33.911875,OR,5,N,120.993,4.36,3
-118.082611,33.921215,OR,5,N,121.883,5.25,3
-118.084803,33.924353,ML,5,N,122.133,5.5,3
-118.084952,33.924281,ML,5,S,122.07,5.5,3
-118.089742,33.931038,OR,5,S,122.61,6.04,3
-118.09377,33.936792,OR,5,S,123.07,6.5,3
-118.095936,33.940065,ML,5,S,123.33,6.76,3
-118.098273,33.943495,ML,5,S,123.6,7.03,3
-118.162409,34.146519,OR,134,W,12.763,R12.78,3
-118.439397,34.038114,FR,405,S,53.902,30.13,3
-118.035849,33.887779,ML,5,S,118.24,1.67,3
-118.071478,33.911149,FR,5,N,120.906,4.273,3
-118.072717,33.911875,ML,5,N,120.993,4.36,3
-118.082611,33.921215,ML,5,N,121.883,5.25,3
-118.089742,33.931038,ML,5,S,122.61,6.04,3
-118.09377,33.936792,ML,5,S,123.07,6.5,3
-118.044184,34.069271,CD,10,W,27.06,28.56,3
-117.963815,34.006822,ML,60,W,16.121,15.98,3
-118.067667,33.907717,ML,5,N,120.583,3.95,3
-118.067796,33.907584,ML,5,S,120.52,3.95,3
-118.003558,34.135576,FR,210,W,34.049,R33.76,3
-118.167246,34.061277,HV,10,E,19.75,21.25,3
-118.16711,34.061419,HV,10,W,19.76,21.26,3
-118.161942,34.176273,FR,210,W,23.0,R23.02,3
-118.097854,33.943218,ML,5,N,123.633,7,3
-118.451219,34.054877,FR,405,N,55.252,31.48,3
-118.451219,34.054877,OR,405,N,55.252,31.48,3
-118.151418,34.068501,CD,10,W,20.8,22.3,3
-118.095936,33.940065,FF,5,S,123.33,6.76,3
-118.097854,33.943218,FF,5,N,123.633,7,3
-118.098273,33.943495,FF,5,S,123.6,7.03,3
-118.135879,33.986322,OR,5,N,127.393,10.76,3
-118.470781,34.077929,HV,405,S,57.192,33.42,3
-118.470781,34.077929,ML,405,S,57.192,33.42,3
-118.463448,34.159521,HV,101,N,18.176,16.8,3
-118.463448,34.159521,ML,101,N,18.176,16.8,3
-118.463521,34.159355,FR,101,S,18.117,16.8,3
-117.857992,34.067925,ML,10,E,37.9,39.4,3
-118.16711,34.061419,ML,10,W,19.76,21.26,3
-117.875089,34.120869,CD,210,W,41.755,R41.466,3
-118.430141,34.271697,HV,118,W,45.827,R12.3,3
-117.995852,34.135301,ML,210,E,34.489,R34.2,3
-117.995864,34.135583,ML,210,W,34.489,R34.2,3
-117.995852,34.135301,HV,210,E,34.489,R34.2,3
-117.995864,34.135583,HV,210,W,34.489,R34.2,3
-118.0027,34.028877,HV,60,W,13.341,13.2,3
-117.996438,34.085033,ML,605,N,23.652,21.6,3
-117.996724,34.085128,ML,605,S,23.652,21.6,3
-118.463521,34.159355,HV,101,S,18.117,16.8,3
-117.699964,34.082004,ML,10,W,47.356,0.591,3
-117.699964,34.082004,OR,10,W,47.356,0.591,3
-117.697705,34.082149,ML,10,E,47.486,0.721,3
-117.697705,34.082149,OR,10,E,47.486,0.721,3
-117.690768,34.085065,ML,10,W,47.933,1.168,3
-117.690768,34.085065,OR,10,W,47.933,1.168,3
-117.68797,34.086058,ML,10,E,48.107,1.342,3
-117.68797,34.086058,OR,10,E,48.107,1.342,3
-117.67832,34.087191,ML,10,E,48.673,1.908,3
-117.678405,34.087371,ML,10,W,48.673,1.908,3
-117.672326,34.087447,ML,10,W,49.02,2.255,3
-117.672326,34.087447,OR,10,W,49.02,2.255,3
-117.669959,34.087182,ML,10,E,49.152,2.387,3
-117.669959,34.087182,OR,10,E,49.152,2.387,3
-117.660445,34.087226,ML,10,E,49.697,2.932,3
-117.660463,34.08742,ML,10,W,49.697,2.932,3
-117.653559,34.087466,ML,10,W,50.091,3.326,3
-117.653559,34.087466,ML,10,W,50.091,3.326,3
-117.649722,34.087474,OR,10,W,50.31,3.545,3
-117.648858,34.087267,ML,10,E,50.361,3.596,3
-117.648858,34.087267,OR,10,E,50.361,3.596,3
-117.632187,34.082592,ML,10,E,51.401,4.636,3
-117.632057,34.082791,ML,10,W,51.401,4.636,3
-117.62377,34.078035,ML,10,W,51.976,5.211,3
-117.62377,34.078035,OR,10,W,51.976,5.211,3
-117.622804,34.077163,ML,10,E,52.057,5.292,3
-117.622804,34.077163,OR,10,E,52.057,5.292,3
-117.611844,34.071145,ML,10,W,52.809,6.044,3
-117.611844,34.071145,OR,10,W,52.809,6.044,3
-117.61069,34.070549,ML,10,W,52.887,6.122,3
-117.610631,34.070519,OR,10,W,52.891,6.126,3
-117.608734,34.069468,ML,10,E,53.022,6.257,3
-117.608734,34.069468,OR,10,E,53.022,6.257,3
-117.599428,34.068056,OR,10,W,53.565,6.8,3
-117.596444,34.067505,OR,10,E,53.745,6.98,3
-117.5964,34.067824,FR,10,W,53.743,6.978,3
-117.591,34.067476,OR,10,E,54.057,7.292,3
-117.590995,34.067723,FR,10,W,54.057,7.292,3
-117.582357,34.067702,ML,10,W,54.553,7.788,3
-117.577307,34.067681,ML,10,W,54.843,8.078,3
-117.577307,34.067681,OR,10,W,54.843,8.078,3
-117.574695,34.067676,ML,10,W,54.993,8.228,3
-117.574695,34.067676,OR,10,W,54.993,8.228,3
-117.574833,34.067456,ML,10,E,54.985,8.22,3
-117.574833,34.067456,OR,10,E,54.985,8.22,3
-117.576784,34.06745,ML,10,E,54.873,8.108,3
-117.576784,34.06745,OR,10,E,54.873,8.108,3
-117.56921,34.067651,ML,10,W,55.308,8.543,3
-117.569207,34.067404,ML,10,E,55.308,8.543,3
-117.534347,33.847078,ML,15,N,93.419,38.926,3
-117.534741,33.847078,ML,15,S,93.409,38.926,3
-117.534347,33.847078,OR,15,N,93.419,38.926,3
-117.542279,33.866255,ML,15,N,94.873,40.38,3
-117.54266,33.866052,ML,15,S,94.863,40.38,3
-117.542279,33.866255,OR,15,N,94.873,40.38,3
-117.55927,33.896559,ML,15,S,97.217,42.734,3
-117.55927,33.896559,OR,15,S,97.217,42.734,3
-117.559985,33.900788,ML,15,N,97.516,43.023,3
-117.559985,33.900788,OR,15,N,97.516,43.023,3
-117.559432,33.907319,ML,15,S,97.96,43.477,3
-117.559044,33.907303,ML,15,N,97.97,43.477,3
-117.559432,33.907319,OR,15,S,97.96,43.477,3
-117.558301,33.910359,ML,15,N,98.185,43.692,3
-117.558687,33.910412,ML,15,S,98.175,43.692,3
-117.55745,33.914275,ML,15,N,98.46,43.967,3
-117.557832,33.914317,ML,15,S,98.45,43.967,3
-117.556895,33.917527,ML,15,N,98.687,44.194,3
-117.557262,33.917555,ML,15,S,98.677,44.194,3
-117.556298,33.924745,ML,15,N,99.187,44.694,3
-117.710395,34.030239,ML,60,W,31.766,1.169,3
-117.70991,34.030011,ML,60,E,31.789,1.192,3
-117.710169,34.030255,OR,60,W,31.779,1.182,3
-117.704815,34.030056,ML,60,E,32.082,1.485,3
-117.705193,34.030319,ML,60,W,32.064,1.467,3
-117.704815,34.030056,OR,60,E,32.082,1.485,3
-117.693001,34.030386,ML,60,W,32.762,2.165,3
-117.692625,34.03012,ML,60,E,32.783,2.186,3
-117.692844,34.030387,OR,60,W,32.771,2.174,3
-117.68643,34.030152,ML,60,E,33.139,2.542,3
-117.686616,34.030408,ML,60,W,33.128,2.531,3
-117.68643,34.030152,OR,60,E,33.139,2.542,3
-117.671087,34.030502,ML,60,W,34.019,3.422,3
-117.670938,34.030244,ML,60,E,34.028,3.431,3
-117.670634,34.030504,OR,60,W,34.045,3.448,3
-117.664687,34.030268,ML,60,E,34.386,3.789,3
-117.66496,34.03052,ML,60,W,34.37,3.773,3
-117.664687,34.030268,OR,60,E,34.386,3.789,3
-117.654217,34.03055,ML,60,W,34.984,4.387,3
-117.654027,34.030314,ML,60,E,34.995,4.398,3
-117.654025,34.03055,OR,60,W,34.995,4.398,3
-117.647377,34.03033,ML,60,E,35.376,4.779,3
-117.647377,34.030577,ML,60,W,35.376,4.779,3
-117.647377,34.03033,OR,60,E,35.376,4.779,3
-117.631124,34.030623,ML,60,W,36.31,5.713,3
-117.630981,34.030383,ML,60,E,36.318,5.721,3
-117.631368,34.030622,OR,60,W,36.296,5.699,3
-117.625446,34.030392,ML,60,E,36.636,6.039,3
-117.625451,34.030646,ML,60,W,36.636,6.039,3
-117.625446,34.030392,OR,60,E,36.636,6.039,3
-117.61388,34.03068,ML,60,W,37.301,6.704,3
-117.613871,34.03045,ML,60,E,37.301,6.704,3
-117.614054,34.030679,OR,60,W,37.291,6.694,3
-117.607779,34.03045,ML,60,E,37.651,7.054,3
-117.607997,34.030672,ML,60,W,37.639,7.042,3
-117.607779,34.03045,OR,60,E,37.651,7.054,3
-117.595966,34.0307,ML,60,W,38.33,7.733,3
-117.595962,34.030496,ML,60,E,38.33,7.733,3
-117.596418,34.0307,OR,60,W,38.304,7.707,3
-117.590566,34.030487,ML,60,E,38.64,8.043,3
-117.59057,34.030718,ML,60,W,38.64,8.043,3
-117.590253,34.030485,OR,60,E,38.658,8.061,3
-117.57913,34.029996,ML,60,W,39.301,8.704,3
-117.578854,34.029685,ML,60,E,39.317,8.72,3
-117.578997,34.029962,OR,60,W,39.309,8.712,3
-117.573456,34.028461,ML,60,W,39.643,9.046,3
-117.573279,34.028146,OR,60,E,39.654,9.057,3
-117.561183,34.024988,ML,60,W,40.386,9.789,3
-117.561183,34.024988,OR,60,W,40.386,9.789,3
-117.554084,34.022726,ML,60,E,40.817,0.262,3
-117.554045,34.022943,ML,60,W,40.817,0.262,3
-117.55725,34.023596,OR,60,E,40.627,0.072,3
-117.277554,33.942498,OR,60,W,53.513,13.392,3
-117.276661,33.942128,ML,60,E,53.568,13.447,3
-117.276661,33.942128,OR,60,E,53.568,13.447,3
-117.264242,33.940876,ML,60,W,54.289,14.168,3
-117.264258,33.940689,ML,60,E,54.289,14.168,3
-117.264242,33.940876,OR,60,W,54.289,14.168,3
-117.259999,33.940948,ML,60,W,54.533,14.412,3
-117.259999,33.940948,OR,60,W,54.533,14.412,3
-117.258321,33.940779,ML,60,E,54.63,14.509,3
-117.258321,33.940779,OR,60,E,54.63,14.509,3
-117.246877,33.941149,ML,60,W,55.287,15.166,3
-117.246877,33.941149,OR,60,W,55.287,15.166,3
-117.241174,33.941022,ML,60,E,55.616,15.495,3
-117.241153,33.941223,ML,60,W,55.616,15.495,3
-117.241174,33.941022,OR,60,E,55.616,15.495,3
-117.229089,33.94038,ML,60,W,56.316,16.195,3
-117.229112,33.940195,ML,60,E,56.316,16.195,3
-117.229089,33.94038,OR,60,W,56.316,16.195,3
-117.658393,33.878243,ML,91,W,38.313,0.995,3
-117.658393,33.878243,OR,91,W,38.313,0.995,3
-117.657264,33.878697,ML,91,E,38.297,1.065,3
-117.657264,33.878697,OR,91,E,38.297,1.065,3
-117.649232,33.881268,ML,91,E,38.795,1.563,3
-117.649232,33.881268,HV,91,E,38.795,1.563,3
-117.642459,33.883174,ML,91,W,39.293,1.975,3
-117.642459,33.883174,OR,91,W,39.293,1.975,3
-117.632803,33.884659,ML,91,E,39.774,2.542,3
-117.632803,33.884659,OR,91,E,39.774,2.542,3
-117.624363,33.882487,ML,91,E,40.286,3.054,3
-117.624363,33.882487,HV,91,E,40.286,3.054,3
-117.613574,33.880896,ML,91,W,41.006,3.688,3
-117.613574,33.880896,OR,91,W,41.006,3.688,3
-117.61289,33.880625,ML,91,E,40.961,3.729,3
-117.611405,33.880436,OR,91,E,41.047,3.815,3
-117.602524,33.880421,ML,91,W,41.648,4.218,3
-117.60266,33.880399,OR,91,W,41.64,4.21,3
-117.593724,33.881661,ML,91,E,42.075,4.731,3
-117.593724,33.881661,HV,91,E,42.075,4.731,3
-117.584327,33.882116,ML,91,W,42.71,5.28,3
-117.584254,33.881934,ML,91,E,42.624,5.28,3
-117.584085,33.882091,OR,91,W,42.724,5.294,3
-117.580389,33.881537,ML,91,E,42.848,5.504,3
-117.580467,33.88171,ML,91,W,42.934,5.504,3
-117.580492,33.881549,OR,91,E,42.842,5.498,3
-117.567844,33.88036,ML,91,W,43.667,6.237,3
-117.567775,33.880353,OR,91,W,43.671,6.241,3
-117.563356,33.879688,ML,91,E,43.836,6.492,3
-117.563959,33.879761,OR,91,E,43.801,6.457,3
-117.558894,33.879193,ML,91,E,44.095,6.751,3
-117.558894,33.879193,HV,91,E,44.095,6.751,3
-117.519441,33.885703,ML,91,W,46.52,9.09,3
-117.519441,33.885703,HV,91,W,46.52,9.09,3
-117.519441,33.885703,OR,91,W,46.52,9.09,3
-117.517184,33.886508,ML,91,E,46.574,9.23,3
-117.515766,33.887191,OR,91,E,46.668,9.324,3
-117.494526,33.897117,ML,91,W,48.154,10.724,3
-117.494526,33.897117,HV,91,W,48.154,10.724,3
-117.495937,33.89671,OR,91,W,48.068,10.638,3
-117.488881,33.897372,ML,91,W,48.482,11.052,3
-117.488881,33.897372,HV,91,W,48.482,11.052,3
-117.488881,33.897372,OR,91,W,48.482,11.052,3
-117.485867,33.896796,ML,91,E,48.563,11.219,3
-117.485867,33.896796,HV,91,E,48.563,11.219,3
-117.485867,33.896796,OR,91,E,48.563,11.219,3
-117.475206,33.899363,ML,91,W,49.31,11.88,3
-117.474994,33.899464,OR,91,W,49.324,11.894,3
-117.4703,33.900809,OR,91,E,49.52,12.176,3
-117.470028,33.900862,ML,91,E,49.536,12.192,3
-117.458919,33.905268,ML,91,W,50.337,12.907,3
-117.458776,33.905123,ML,91,E,50.251,12.907,3
-117.458688,33.905397,OR,91,W,50.353,12.923,3
-117.45486,33.907347,OR,91,E,50.523,13.179,3
-117.454615,33.907487,ML,91,E,50.54,13.196,3
-117.454744,33.907615,ML,91,W,50.626,13.196,3
-117.443515,33.914026,ML,91,W,51.407,13.977,3
-117.442954,33.914346,OR,91,W,51.446,14.016,3
-117.441676,33.914872,ML,91,E,51.44,14.096,3
-117.441803,33.915001,ML,91,W,51.526,14.096,3
-117.439721,33.915986,OR,91,E,51.576,14.232,3
-117.432776,33.919915,ML,91,E,52.058,14.714,3
-117.42083,33.926926,ML,91,W,52.986,15.556,3
-117.420663,33.926795,ML,91,E,52.9,15.556,3
-117.42083,33.926926,OR,91,W,52.986,15.556,3
-117.418405,33.928077,ML,91,E,53.057,15.713,3
-117.418571,33.928205,ML,91,W,53.143,15.713,3
-117.418405,33.928077,OR,91,E,53.057,15.713,3
-117.410737,33.932457,ML,91,E,53.591,16.247,3
-117.410911,33.932582,ML,91,W,53.677,16.247,3
-117.405979,33.935381,ML,91,W,54.02,16.59,3
-117.405802,33.935254,ML,91,E,53.934,16.59,3
-117.406109,33.935308,OR,91,W,54.011,16.581,3
-117.403479,33.936564,ML,91,E,54.095,16.751,3
-117.403654,33.936681,ML,91,W,54.181,16.751,3
-117.403407,33.936604,OR,91,E,54.1,16.756,3
-117.396017,33.941008,ML,91,E,54.622,17.278,3
-117.390312,33.945336,ML,91,W,55.154,17.724,3
-117.390128,33.945227,ML,91,E,55.068,17.724,3
-117.39047,33.945222,OR,91,W,55.142,17.712,3
-117.387307,33.947366,ML,91,E,55.287,17.943,3
-117.387512,33.947484,ML,91,W,55.373,17.943,3
-117.387345,33.947336,OR,91,E,55.284,17.94,3
-117.384542,33.952735,ML,91,W,55.777,18.347,3
-117.384416,33.952658,ML,91,E,55.691,18.347,3
-117.38458,33.95267,OR,91,W,55.772,18.342,3
-117.382511,33.954619,ML,91,E,55.866,18.522,3
-117.38247,33.954893,ML,91,W,55.969,18.539,3
-117.382336,33.95476,OR,91,E,55.88,18.536,3
-117.377762,33.960023,ML,91,E,56.339,18.995,3
-117.377945,33.96011,ML,91,W,56.425,18.995,3
-117.374122,33.972548,ML,91,W,57.329,19.899,3
-117.374105,33.97226,ML,91,E,57.226,19.882,3
-117.37426,33.97233,OR,91,W,57.312,19.882,3
-117.372535,33.974743,ML,91,E,57.42,20.076,3
-117.372654,33.974928,ML,91,W,57.514,20.084,3
-117.372535,33.974743,OR,91,E,57.42,20.076,3
-117.371863,33.976852,ML,91,W,57.655,20.225,3
-117.371681,33.976765,ML,91,E,57.569,20.225,3
-117.371863,33.976852,OR,91,W,57.655,20.225,3
-117.301477,33.948414,ML,215,N,30.601,38.627,3
-117.301477,33.948414,OR,215,N,30.601,38.627,3
-117.311575,33.960303,ML,215,N,31.617,39.643,3
-117.311928,33.960419,OR,215,N,31.639,39.665,3
-117.336172,33.976598,ML,215,N,33.549,41.575,3
-117.33624,33.976663,OR,215,N,33.555,41.581,3
-117.343692,33.983955,ML,215,N,34.219,42.245,3
-117.343692,33.983955,OR,215,N,34.219,42.245,3
-117.351318,34.002169,ML,215,N,35.944,43.97,3
-117.351466,34.002216,ML,215,S,35.944,43.97,3
-117.351318,34.002169,OR,215,N,35.944,43.97,3
-117.550244,34.047527,ML,15,S,107.733,0.969,3
-117.549813,34.047542,ML,15,N,107.743,0.969,3
-117.550244,34.047527,OR,15,S,107.733,0.969,3
-117.548828,34.050735,ML,15,N,107.971,1.197,3
-117.549261,34.050722,ML,15,S,107.961,1.197,3
-117.54864,34.051171,OR,15,N,108.003,1.229,3
-117.295753,34.07566,OR,215,S,42.162,4.855,3
-117.29679,34.078489,OR,215,S,42.368,5.061,3
-117.297146,34.079417,OR,215,N,42.435,5.128,3
-117.299897,34.083262,OR,215,S,42.74,5.433,3
-117.30056,34.084626,OR,215,N,42.841,5.534,3
-117.301941,34.094197,ML,215,S,43.511,6.204,3
-117.29679,34.078489,ML,215,S,42.368,5.061,3
-117.295753,34.07566,ML,215,S,42.162,4.855,3
-117.295507,34.075709,ML,215,N,42.162,4.855,3
-117.297146,34.079417,ML,215,N,42.435,5.128,3
-117.30056,34.084626,ML,215,N,42.841,5.534,3
-117.300742,34.084569,ML,215,S,42.841,5.534,3
-117.30177,34.094196,ML,215,N,43.511,6.204,3
-117.30177,34.094196,OR,215,N,43.511,6.204,3
-117.299897,34.083262,ML,215,S,42.74,5.433,3
-117.690768,34.085065,HV,10,W,47.933,1.168,3
-117.699964,34.082004,HV,10,W,47.356,0.591,3
-117.576784,34.06745,HV,10,E,54.873,8.108,3
-117.534464,33.851534,ML,15,N,93.732,39.239,3
-117.535177,33.854227,ML,15,N,93.924,39.431,3
-117.535704,33.858025,ML,15,N,94.186,39.693,3
-117.545196,33.874862,ML,15,N,95.493,41.0,3
-117.55472,33.891211,ML,15,N,96.776,42.283,3
-117.546824,33.881283,ML,15,N,95.951,41.458,3
-117.406008,33.935365,HV,91,W,54.018,16.588,3
-117.697705,34.082149,HV,10,E,47.486,0.721,3
-117.561924,34.025205,HV,60,W,40.341,9.744,3
-117.57913,34.029996,HV,60,W,39.301,8.704,3
-117.573111,34.028358,HV,60,W,39.664,9.067,3
-117.554084,34.022726,HV,60,E,40.817,0.262,3
-117.590079,34.030485,HV,60,E,38.668,8.071,3
-117.596505,34.0307,HV,60,W,38.299,7.702,3
-117.614263,34.030678,HV,60,W,37.279,6.682,3
-117.607622,34.03045,HV,60,E,37.66,7.063,3
-117.631663,34.030622,HV,60,W,36.279,5.682,3
-117.625254,34.030393,HV,60,E,36.647,6.05,3
-117.654217,34.03055,HV,60,W,34.984,4.387,3
-117.664967,34.030267,HV,60,E,34.37,3.773,3
-117.671087,34.030502,HV,60,W,34.019,3.422,3
-117.693001,34.030386,HV,60,W,32.762,2.165,3
-117.686621,34.030151,HV,60,E,33.128,2.531,3
-117.705128,34.030054,HV,60,E,32.064,1.467,3
-117.710395,34.030239,HV,60,W,31.766,1.169,3
-117.669959,34.087182,HV,10,E,49.152,2.387,3
-117.68797,34.086058,HV,10,E,48.107,1.342,3
-117.67825,34.087192,HV,10,E,48.677,1.912,3
-117.599428,34.068056,ML,10,W,53.565,6.8,3
-117.61069,34.070549,HV,10,W,52.887,6.122,3
-117.62377,34.078035,HV,10,W,51.976,5.211,3
-117.632187,34.082592,HV,10,E,51.401,4.636,3
-117.648858,34.087267,HV,10,E,50.361,3.596,3
-117.672326,34.087447,HV,10,W,49.02,2.255,3
-117.649722,34.087474,HV,10,W,50.31,3.545,3
-117.622804,34.077163,HV,10,E,52.057,5.292,3
-117.611844,34.071145,HV,10,W,52.809,6.044,3
-117.608734,34.069468,HV,10,E,53.022,6.257,3
-117.577307,34.067681,HV,10,W,54.843,8.078,3
-117.574695,34.067676,HV,10,W,54.993,8.228,3
-117.574833,34.067456,HV,10,E,54.985,8.22,3
-117.456517,33.906407,HV,91,E,50.408,13.064,3
-117.457413,33.906107,HV,91,W,50.441,13.011,3
-117.582357,34.067702,HV,10,W,54.553,7.788,3
-117.518393,33.885934,ML,91,E,46.494,9.15,3
-117.518393,33.885934,OR,91,E,46.494,9.15,3
-117.518393,33.885934,HV,91,E,46.494,9.15,3
-117.591,34.067476,ML,10,E,54.057,7.292,3
-117.596444,34.067505,HV,10,E,53.745,6.98,3
-117.596444,34.067505,ML,10,E,53.745,6.98,3
-117.660358,34.087226,HV,10,E,49.702,2.937,3
-117.517184,33.886508,HV,91,E,46.574,9.23,3
-117.474495,33.899702,HV,91,W,49.357,11.927,3
-117.470486,33.900773,HV,91,E,49.509,12.165,3
-117.442219,33.914763,HV,91,W,51.497,14.067,3
-117.441676,33.914872,HV,91,E,51.44,14.096,3
-117.432776,33.919915,HV,91,E,52.058,14.714,3
-117.4207,33.926999,HV,91,W,52.995,15.565,3
-117.418505,33.928019,HV,91,E,53.05,15.706,3
-117.403479,33.936564,HV,91,E,54.095,16.751,3
-117.396017,33.941008,HV,91,E,54.622,17.278,3
-117.555355,33.942641,ML,15,N,100.423,45.93,3
-117.550404,33.952533,ML,15,N,101.173,46.68,3
-117.548717,33.963182,ML,15,N,101.923,47.43,3
-117.549521,33.989044,ML,15,N,103.713,49.22,3
-117.550091,34.012446,ML,15,N,105.334,50.841,3
-117.368357,33.981346,ML,91,E,57.947,20.603,3
-117.549004,33.972586,ML,15,S,102.563,48.08,3
-117.549004,33.972586,OR,15,S,102.563,48.08,3
-117.548729,33.977209,ML,15,N,102.893,48.4,3
-117.544797,34.061786,ML,15,N,108.774,2.0,3
-117.556054,33.938948,ML,15,S,100.158,45.675,3
-117.555573,33.940403,ML,15,N,100.268,45.775,3
-117.536081,34.10328,ML,15,S,111.764,5.0,3
-117.534863,34.104298,ML,15,S,111.864,5.1,3
-117.533364,34.105099,ML,15,N,111.974,5.2,3
-117.523425,34.113314,ML,15,N,112.774,6.0,3
-117.523695,34.113622,ML,15,S,112.764,6.0,3
-117.518671,34.117754,ML,15,S,113.164,6.4,3
-117.518433,34.117435,ML,15,N,113.174,6.4,3
-117.480879,34.148611,ML,15,N,116.194,9.42,3
-117.481222,34.148779,ML,15,S,116.184,9.42,3
-117.467658,34.159548,ML,15,N,117.274,10.5,3
-117.468187,34.159602,ML,15,S,117.264,10.5,3
-117.447638,34.174712,ML,15,S,118.834,12.07,3
-117.428918,34.187898,ML,15,N,120.249,13.475,3
-117.429236,34.188104,ML,15,S,120.239,13.475,3
-117.420155,34.194426,ML,15,N,120.921,14.147,3
-117.420479,34.194576,ML,15,S,120.911,14.147,3
-117.419623,34.195059,ML,15,N,120.974,14.2,3
-117.419954,34.195209,ML,15,S,120.964,14.2,3
-117.549836,33.885735,ML,15,N,96.306,41.813,3
-117.5505,34.011766,ML,15,S,105.277,50.794,3
-117.550033,34.033324,ML,15,N,106.763,52.27,3
-117.277554,33.942498,ML,60,W,53.513,13.392,3
-117.577842,34.13609,ML,210,W,59.239,6.8,3
-117.574367,34.136045,HV,210,E,59.439,7.0,3
-117.567407,34.136384,ML,210,E,59.839,7.4,3
-117.567407,34.136384,HV,210,E,59.839,7.4,3
-117.561652,34.136778,ML,210,W,60.169,7.73,3
-117.561652,34.136778,HV,210,W,60.169,7.73,3
-117.560431,34.13678,OR,210,W,60.239,7.8,3
-117.574367,34.136045,OR,210,E,59.439,7.0,3
-117.574367,34.136045,ML,210,E,59.439,7.0,3
-117.556942,34.136461,ML,210,E,60.439,8.0,3
-117.556942,34.136461,OR,210,E,60.439,8.0,3
-117.556942,34.136461,HV,210,E,60.439,8.0,3
-117.577842,34.13609,OR,210,W,59.239,6.8,3
-117.577842,34.13609,HV,210,W,59.239,6.8,3
-117.544728,34.136398,ML,210,E,61.139,8.7,3
-117.544728,34.136398,HV,210,E,61.139,8.7,3
-117.542984,34.13666,HV,210,W,61.239,8.8,3
-117.542984,34.13666,OR,210,W,61.239,8.8,3
-117.542984,34.13666,ML,210,W,61.239,8.8,3
-117.532518,34.136302,HV,210,E,61.839,9.4,3
-117.532518,34.136302,OR,210,E,61.839,9.4,3
-117.532518,34.136302,ML,210,E,61.839,9.4,3
-117.52205,34.136243,HV,210,E,62.439,10.0,3
-117.52205,34.136243,ML,210,E,62.439,10.0,3
-117.607455,34.134954,HV,210,E,57.539,5.1,3
-117.607455,34.134954,ML,210,E,57.539,5.1,3
-117.596997,34.135225,HV,210,W,58.139,5.7,3
-117.596997,34.135225,ML,210,W,58.139,5.7,3
-117.596997,34.135225,OR,210,W,58.139,5.7,3
-117.591753,34.135048,HV,210,E,58.439,6.0,3
-117.591753,34.135048,ML,210,E,58.439,6.0,3
-117.591753,34.135048,OR,210,E,58.439,6.0,3
-117.647585,34.134814,HV,210,E,55.239,2.8,3
-117.647585,34.134814,ML,210,E,55.239,2.8,3
-117.638878,34.135077,HV,210,W,55.739,3.3,3
-117.638878,34.135077,OR,210,W,55.739,3.3,3
-117.638878,34.135077,ML,210,W,55.739,3.3,3
-117.632056,34.134861,HV,210,E,56.129,3.69,3
-117.632056,34.134861,OR,210,E,56.129,3.69,3
-117.632056,34.134861,ML,210,E,56.129,3.69,3
-117.624903,34.134923,HV,210,E,56.539,4.1,3
-117.633626,34.134867,ML,210,E,56.039,3.6,3
-117.617941,34.135159,HV,210,W,56.939,4.5,3
-117.617941,34.135159,OR,210,W,56.939,4.5,3
-117.617941,34.135159,ML,210,W,56.939,4.5,3
-117.614434,34.13488,HV,210,E,57.139,4.7,3
-117.614434,34.13488,OR,210,E,57.139,4.7,3
-117.614434,34.13488,ML,210,E,57.139,4.7,3
-117.691242,34.124085,HV,210,E,52.539,0.1,3
-117.691242,34.124085,ML,210,E,52.539,0.1,3
-117.68609,34.128716,HV,210,E,52.939,0.5,3
-117.68609,34.128716,ML,210,E,52.939,0.5,3
-117.678724,34.133268,HV,210,E,53.439,1.0,3
-117.678724,34.133268,ML,210,E,53.439,1.0,3
-117.671995,34.13449,HV,210,W,53.839,1.4,3
-117.671995,34.13449,OR,210,W,53.839,1.4,3
-117.671995,34.13449,ML,210,W,53.839,1.4,3
-117.668476,34.134363,HV,210,E,54.039,1.6,3
-117.668476,34.134363,OR,210,E,54.039,1.6,3
-117.668476,34.134363,ML,210,E,54.039,1.6,3
-117.661517,34.134219,HV,210,E,54.439,2.0,3
-117.661517,34.134219,ML,210,E,54.439,2.0,3
-117.545031,34.076309,OR,15,S,109.764,3.0,3
-117.545031,34.076309,ML,15,S,109.764,3.0,3
-117.544634,34.079216,OR,15,N,109.974,3.2,3
-117.544634,34.079216,ML,15,N,109.974,3.2,3
-117.653559,34.087466,OR,10,W,50.091,3.326,3
-117.723013,34.0259,ML,60,E,30.977,0.38,3
-117.723013,34.0259,HV,60,E,30.977,0.38,3
-117.711938,34.030098,ML,60,W,31.677,1.08,3
-117.711938,34.030098,HV,60,W,31.677,1.08,3
-117.682103,34.030448,ML,60,W,33.387,2.79,3
