longitude,latitude,stype,fwy,direc,abs_pm,state_pm,size
-122.090275,37.690459,ML,238,S,14.323,R14.5,3
-121.924481,37.316969,ML,280,N,4.54,4.54,3
-121.772818,37.700905,ML,580,E,28.522,12.49,3
-122.217098,37.798454,OR,580,W,57.75,41.52,3
-122.128557,37.684339,FR,880,N,30.297,20.07,3
-121.758604,37.990366,ML,4,E,30.112,30.51,3
-121.758554,37.990594,ML,4,W,30.062,30.51,3
-122.325699,37.948086,ML,80,E,17.083,3.75,3
-122.325817,37.947988,ML,80,W,17.077,3.744,3
-121.878066,37.303359,FR,87,S,3.53,3.54,3
-122.403907,37.636753,OR,101,N,422.947,20.76,3
-122.304345,37.562137,FR,101,N,414.847,12.66,3
-122.304701,37.562468,ML,101,N,414.877,12.69,3
-122.304701,37.562468,OR,101,N,414.877,12.69,3
-122.40464,37.638242,OR,101,N,423.057,20.87,3
-122.404502,37.637973,OR,101,N,423.037,20.85,3
-122.404571,37.638108,OR,101,N,423.047,20.86,3
-122.402415,37.6302,FR,101,N,422.487,20.3,3
-122.402399,37.630055,FR,101,N,422.477,20.29,3
-122.402382,37.62991,FR,101,N,422.467,20.28,3
-122.402365,37.629765,FR,101,N,422.457,20.27,3
-122.393821,37.703738,ML,101,N,427.967,25.78,3
-122.393981,37.704449,OR,101,N,428.017,25.83,3
-122.39369,37.70317,FR,101,N,427.927,25.74,3
-122.388491,37.67668,ML,101,N,426.067,23.88,3
-122.406484,37.656031,ML,101,N,424.297,22.11,3
-122.406484,37.656031,OR,101,N,424.297,22.11,3
-122.31293,37.570051,FR,101,N,415.567,13.38,3
-122.406317,37.646963,OR,101,N,423.667,21.48,3
-122.312812,37.569941,FR,101,N,415.557,13.37,3
-122.31293,37.570051,ML,101,N,415.567,13.38,3
-122.313166,37.570273,OR,101,N,415.587,13.4,3
-122.296596,37.554068,OR,101,N,414.147,11.96,3
-122.29615,37.553608,OR,101,N,414.107,11.92,3
-122.293693,37.550934,FR,101,N,413.877,11.69,3
-122.295073,37.552458,FF,101,N,414.007,11.82,3
-122.296261,37.553723,ML,101,N,414.117,11.93,3
-122.402969,37.634102,FR,101,N,422.757,20.57,3
-122.390732,37.609399,OR,101,N,420.867,18.68,3
-122.388411,37.676961,OR,101,N,426.087,23.9,3
-122.404362,37.63711,FR,101,S,423.013,20.79,3
-122.394704,37.70635,OR,101,S,428.183,25.96,3
-122.395018,37.707922,FR,101,S,428.293,26.07,3
-122.405624,37.639697,FR,101,S,423.203,20.98,3
-122.394116,37.703641,ML,101,S,427.993,25.77,3
-122.403377,37.634606,FR,101,S,422.833,20.61,3
-122.403124,37.633443,FR,101,S,422.753,20.53,3
-122.403101,37.633295,FR,101,S,422.743,20.52,3
-122.313214,37.57004,FR,101,S,415.613,13.39,3
-122.313214,37.57004,ML,101,S,415.613,13.39,3
-122.312976,37.569821,OR,101,S,415.593,13.37,3
-122.313214,37.57004,OR,101,S,415.613,13.39,3
-122.403169,37.633739,OR,101,S,422.773,20.55,3
-122.391471,37.692112,FR,101,S,427.183,24.96,3
-122.391016,37.690118,OR,101,S,427.043,24.82,3
-122.249762,37.508175,OR,101,S,410.093,7.87,3
-122.29411,37.551089,OR,101,S,413.933,11.71,3
-122.402642,37.629602,OR,101,S,422.493,20.27,3
-122.266044,37.522583,FR,101,S,411.433,9.21,3
-122.265071,37.521724,OR,101,S,411.353,9.13,3
-122.295405,37.552477,OR,101,S,414.053,11.83,3
-122.246025,37.504821,OR,101,S,409.783,7.56,3
-122.249762,37.508175,FR,101,S,410.093,7.87,3
-122.402661,37.629746,FF,101,S,422.503,20.28,3
-122.402642,37.629602,FF,101,S,422.493,20.27,3
-122.388762,37.676428,ML,101,S,426.083,23.86,3
-122.069583,37.89526,FF,680,N,45.592,14.1,3
-122.071677,37.996163,ML,680,N,53.005,21.34,3
-122.071163,37.995542,ML,680,S,52.995,21.28,3
-122.071163,37.995542,ML,680,S,52.995,21.28,3
-122.133174,38.220082,FF,80,W,40.673,13.19,3
-122.406517,37.646215,ML,101,S,423.653,21.43,3
-122.406506,37.646069,OR,101,S,423.643,21.42,3
-121.98725,38.018609,ML,4,E,17.224,17.49,3
-121.97444,38.023532,ML,4,E,18.004,18.27,3
-121.987574,38.018935,ML,4,W,17.158,17.49,3
-121.974729,38.023842,ML,4,W,17.938,18.27,3
-122.182669,38.016016,ML,4,W,5.152,R4.9,3
-121.80987,37.290532,ML,101,S,380.379,30.71,3
-121.80987,37.290532,OR,101,S,380.379,30.71,3
-122.626642,38.246398,ML,101,N,473.402,4.7,3
-122.626353,38.246227,FR,101,N,473.382,4.68,3
-122.630637,38.248482,ML,101,N,473.652,4.95,3
-122.628341,38.247285,OR,101,N,473.502,4.8,3
-122.406867,37.652884,FR,101,N,424.077,21.89,3
-122.406289,37.646673,FR,101,N,423.647,21.46,3
-122.62679,38.246274,ML,101,S,472.734,4.7,3
-122.628888,38.247376,FR,101,S,472.864,4.83,3
-122.62679,38.246274,OR,101,S,472.734,4.7,3
-122.630829,38.248385,ML,101,S,472.984,4.95,3
-122.4068,37.649704,FR,101,S,423.893,21.67,3
-118.217141,34.029033,OR,5,S,133.06,16.49,3
-121.921149,37.701171,FR,580,E,36.672,20.64,3
-121.925632,37.706153,FF,680,N,29.948,R19.94,3
-121.924523,37.704819,FF,680,N,29.838,19.83,3
-121.929641,37.710472,OR,680,S,30.347,20.29,3
-122.665638,38.268679,ML,101,N,476.022,7.32,3
-122.68666,38.285021,ML,101,N,477.622,8.92,3
-122.70673,38.302089,ML,101,N,479.232,10.53,3
-122.70673,38.302089,FR,101,N,479.232,10.53,3
-122.714775,38.316269,ML,101,N,480.342,11.64,3
-122.712765,38.324586,ML,101,N,480.932,12.23,3
-122.712778,38.34072,ML,101,N,482.052,13.35,3
-122.712867,38.346087,ML,101,N,482.422,13.72,3
-122.712928,38.348116,FR,101,N,482.562,13.86,3
-122.712915,38.347681,ML,101,N,482.532,13.83,3
-122.712919,38.347826,OR,101,N,482.542,13.84,3
-122.665764,38.268564,ML,101,S,475.354,7.32,3
-122.686388,38.284547,ML,101,S,476.954,8.92,3
-122.686388,38.284547,OR,101,S,476.954,8.92,3
-122.706742,38.301757,ML,101,S,478.564,10.53,3
-122.715031,38.316184,ML,101,S,479.674,11.64,3
-122.712993,38.324642,ML,101,S,480.264,12.23,3
-122.713111,38.346176,OR,101,S,481.754,13.72,3
-122.713007,38.340828,ML,101,S,481.384,13.35,3
-122.0654,37.691723,ML,580,E,44.952,R28.92,3
-122.060057,37.693221,FR,580,E,44.642,R28.61,3
-122.048339,37.693792,ML,580,E,43.992,27.96,3
-121.926769,37.699915,ML,580,E,36.992,20.96,3
-121.924489,37.700435,FR,580,E,36.862,20.83,3
-121.924665,37.700395,FR,580,E,36.872,20.84,3
-121.926769,37.699915,FR,580,E,36.992,20.96,3
-121.902607,37.701469,ML,580,E,35.652,19.62,3
-122.093072,37.690798,ML,580,W,46.646,30.58,3
-122.048603,37.694015,ML,580,W,44.154,27.97,3
-122.049459,37.693822,FR,580,W,44.204,28.02,3
-122.071289,37.993989,ML,4,E,12.288,12.58,3
-121.864952,38.011247,OR,4,E,24.101,24.42,3
-121.968953,38.023366,FR,4,E,18.294,R18.56,3
-121.966592,38.022944,OR,4,E,18.434,R18.7,3
-121.969427,38.023805,OR,4,W,18.228,R18.56,3
-121.965323,38.023014,OR,4,W,18.458,R18.79,3
-121.962465,38.022452,FR,4,W,18.618,R18.95,3
-122.328788,37.954251,ML,80,E,17.533,4.2,3
-122.298642,37.847128,OR,80,W,9.74,4.43,3
-122.297004,37.839668,OR,80,W,9.21,3.9,3
-122.303994,37.866963,OR,80,W,11.16,5.85,3
-122.3289,37.954132,ML,80,W,17.533,4.2,3
-122.112459,37.630956,FR,92,E,24.507,R4.98,3
-122.112144,37.631102,ML,92,E,24.527,R5,3
-122.110585,37.63185,OR,92,E,24.627,R5.1,3
-122.123036,37.627408,FR,92,E,23.877,R4.35,3
-122.121868,37.627801,ML,92,E,23.947,R4.42,3
-122.121868,37.627801,OR,92,E,23.947,R4.42,3
-122.098741,37.636947,OR,92,E,25.367,R5.84,3
-122.098741,37.636947,ML,92,E,25.367,R5.84,3
-122.101672,37.635501,FR,92,E,25.177,R5.65,3
-122.121409,37.628164,FR,92,W,23.977,R4.45,3
-122.119903,37.628674,ML,92,W,24.067,R4.54,3
-122.119903,37.628674,OR,92,W,24.067,R4.54,3
-122.109896,37.632433,FR,92,W,24.677,R5.15,3
-122.112219,37.631299,ML,92,W,24.527,R5,3
-122.112219,37.631299,OR,92,W,24.527,R5,3
-122.099281,37.636822,FR,92,W,25.337,R5.81,3
-122.101773,37.635671,ML,92,W,25.177,R5.65,3
-122.10227,37.63549,OR,92,W,25.147,R5.62,3
-123.01441,38.827171,ML,101,N,522.255,R53.47,3
-123.014629,38.826849,ML,101,S,521.587,R53.47,3
-122.091359,37.690532,ML,238,N,14.293,R14.47,3
-122.089852,37.690259,ML,238,S,14.293,R14.47,3
-122.060628,37.332668,FF,280,N,12.392,11.01,3
-122.060617,37.332482,FF,280,S,12.392,11.01,3
-122.24176,38.221321,ML,12,E,33.752,.88,3
-122.226189,38.217324,ML,12,E,34.662,1.79,3
-122.217515,38.214351,ML,12,E,35.232,2.36,3
-122.210112,38.212014,ML,12,E,35.752,2.88,3
-122.250388,38.222234,ML,12,W,33.272,.4,3
-122.241749,38.221322,ML,12,W,33.752,.88,3
-122.226022,38.217263,ML,12,W,34.672,1.8,3
-122.217516,38.214352,ML,12,W,35.232,2.36,3
-121.874117,37.297486,OR,87,N,3.07,3.07,3
-122.418524,37.769968,ML,101,N,433.434,R5.14,3
-121.387738,36.966968,ML,152,E,32.519,21.81,3
-121.381198,36.976273,ML,152,E,33.324,R22.55,3
-121.387743,36.966966,ML,152,W,32.519,21.81,3
-121.381462,36.976267,ML,152,W,33.324,R22.55,3
-121.952427,37.316841,OR,280,N,6.082,4.7,3
-121.964418,37.758682,ML,680,N,34.153,2.78,3
-121.964418,37.758682,OR,680,N,34.153,2.78,3
-121.964418,37.758682,FR,680,N,34.153,2.78,3
-122.296488,37.553623,ML,101,S,414.153,11.93,3
-122.296488,37.553623,FF,101,S,414.153,11.93,3
-122.329259,37.917462,ML,580,E,65.674,1.7,3
-122.328803,37.917369,ML,580,W,65.604,1.7,3
-121.887868,37.433665,ML,680,N,7.57,7.58,3
-121.887727,37.433397,FR,680,N,7.55,7.56,3
-121.884436,37.427274,ML,680,N,7.09,7.1,3
-121.882093,37.420741,ML,680,N,6.62,6.63,3
-121.880751,37.416073,ML,680,N,6.29,6.3,3
-121.875211,37.398059,ML,680,N,5.01,5.02,3
-121.875211,37.398059,FR,680,N,5.01,5.02,3
-121.870376,37.391513,ML,680,N,4.48,4.49,3
-121.870376,37.391513,FR,680,N,4.48,4.49,3
-121.863839,37.385475,ML,680,N,3.93,3.94,3
-121.863839,37.385475,FR,680,N,3.93,3.94,3
-121.861237,37.383052,FR,680,N,3.71,3.72,3
-121.879697,37.412547,FR,680,N,6.04,6.05,3
-121.878234,37.40777,ML,680,N,5.7,5.71,3
-121.891175,37.447443,ML,680,N,8.54,8.55,3
-121.889287,37.438152,ML,680,N,7.89,7.9,3
-121.845368,37.344023,ML,680,N,0.47,.48,3
-121.848369,37.341738,FR,680,N,0.24,.25,3
-121.83842,37.350275,ML,680,N,1.05,1.06,3
-121.838565,37.350009,FR,680,N,1.03,1.04,3
-121.838073,37.354464,FR,680,N,1.34,1.35,3
-121.838389,37.355375,ML,680,N,1.41,1.42,3
-121.838389,37.355375,FR,680,N,1.41,1.42,3
-121.848369,37.341738,ML,680,N,0.24,.25,3
-121.847982,37.342007,ML,680,N,0.27,.28,3
-121.876103,37.40088,ML,680,N,5.21,5.22,3
-121.840267,37.358523,ML,680,N,1.65,1.66,3
-121.841285,37.360223,ML,680,N,1.78,1.79,3
-121.844705,37.365983,FR,680,N,2.22,2.23,3
-121.846609,37.368611,ML,680,N,2.43,2.44,3
-121.850839,37.372785,ML,680,N,2.8,2.81,3
-121.857783,37.379684,ML,680,N,3.41,3.42,3
-121.884848,37.427403,ML,680,S,7.09,7.1,3
-121.882423,37.420881,ML,680,S,6.62,6.63,3
-121.870798,37.391614,ML,680,S,4.48,4.49,3
-121.861675,37.383139,ML,680,S,3.71,3.72,3
-121.881079,37.416221,FR,680,S,6.29,6.3,3
-121.880023,37.412704,ML,680,S,6.04,6.05,3
-121.878542,37.407919,ML,680,S,5.7,5.71,3
-121.845564,37.344191,ML,680,S,0.47,.48,3
-121.845433,37.344296,FR,680,S,0.48,.49,3
-121.838284,37.35456,ML,680,S,1.34,1.35,3
-121.838607,37.355237,ML,680,S,1.39,1.4,3
-121.840538,37.358518,FR,680,S,1.64,1.65,3
-121.876406,37.401028,FR,680,S,5.21,5.22,3
-121.875543,37.398207,ML,680,S,5.01,5.02,3
-121.841794,37.360613,ML,680,S,1.8,1.81,3
-121.841794,37.360613,FR,680,S,1.8,1.81,3
-121.845103,37.366097,ML,680,S,2.22,2.23,3
-121.847065,37.368698,FR,680,S,2.43,2.44,3
-121.851246,37.372897,ML,680,S,2.8,2.81,3
-121.858188,37.379794,ML,680,S,3.41,3.42,3
-121.93334,37.477872,ML,880,N,12.152,R1.65,3
-121.933545,37.477791,ML,880,S,12.152,R1.65,3
-121.981491,38.021173,ML,4,E,17.584,17.85,3
-121.981785,38.021449,ML,4,W,17.518,17.85,3
-122.210113,38.212014,ML,12,W,35.752,2.88,3
-122.323784,37.943467,FR,80,E,16.743,3.41,3
-122.2278,38.052365,FR,80,E,26.813,13.48,3
-122.308678,37.888622,FR,80,E,12.58,7.27,3
-122.31655,37.909564,FR,80,E,14.243,.91,3
-122.317364,37.912502,OR,80,E,14.453,1.12,3
-122.325945,37.937479,OR,80,E,16.303,2.97,3
-122.320238,37.924801,OR,80,E,15.333,2,3
-122.328788,37.954251,FR,80,E,17.533,4.2,3
-122.3289,37.954132,OR,80,W,17.533,4.2,3
-122.329563,37.955597,OR,80,E,17.633,4.3,3
-122.315628,37.98424,FR,80,E,19.893,6.56,3
-122.315577,37.984379,FR,80,E,19.903,6.57,3
-122.315577,37.984379,OR,80,E,19.903,6.57,3
-122.312983,37.988496,OR,80,E,20.223,6.89,3
-122.30302,37.864887,FR,80,E,11.01,5.7,3
-122.308678,37.888622,FF,80,E,12.58,7.27,3
-122.296557,37.838814,OR,80,E,9.2,3.89,3
-122.31244,37.903574,OR,80,E,13.773,.44,3
-122.286591,37.996735,FR,80,E,21.803,8.47,3
-122.301718,37.99336,OR,80,E,20.943,7.61,3
-122.301718,37.99336,FR,80,E,20.943,7.61,3
-122.303717,37.866986,OR,80,E,11.16,5.85,3
-122.285108,37.99801,OR,80,E,21.923,8.59,3
-122.325878,37.932712,FR,80,E,15.953,2.62,3
-122.317348,37.91859,FR,80,E,14.873,1.54,3
-122.320607,37.969552,OR,80,E,18.833,5.5,3
-122.318663,37.975313,FR,80,E,19.253,5.92,3
-122.307952,37.89438,FR,80,W,13.05,7.74,3
-122.323941,37.943406,OR,80,W,16.743,3.41,3
-122.228257,38.052228,OR,80,W,26.813,13.48,3
-122.303994,37.866963,FR,80,W,11.16,5.85,3
-122.316706,37.909536,OR,80,W,14.243,.91,3
-122.317515,37.91248,FR,80,W,14.453,1.12,3
-122.326196,37.937368,FR,80,W,16.303,2.97,3
-122.329677,37.955446,FR,80,W,17.633,4.3,3
-122.316033,37.984399,OR,80,W,19.893,6.56,3
-122.315756,37.985094,FR,80,W,19.943,6.61,3
-122.315756,37.985094,OR,80,W,19.943,6.61,3
-122.297004,37.839668,FR,80,W,9.21,3.9,3
-122.307241,37.877407,OR,80,W,11.91,6.6,3
-122.26336,38.021623,OR,80,W,23.943,10.61,3
-122.312712,37.903475,FR,80,W,13.773,.44,3
-122.286694,37.996849,OR,80,W,21.803,8.47,3
-122.301607,37.993511,FR,80,W,20.953,7.62,3
-122.301971,37.99346,OR,80,W,20.933,7.6,3
-122.285223,37.998129,FR,80,W,21.923,8.59,3
-122.326013,37.932553,OR,80,W,15.953,2.62,3
-122.317539,37.918568,OR,80,W,14.873,1.54,3
-122.320772,37.969432,FR,80,W,18.833,5.5,3
-122.318706,37.975598,OR,80,W,19.273,5.94,3
-122.056851,37.333648,ML,85,N,18.726,R18.55,3
-122.056851,37.333648,OR,85,N,18.726,R18.55,3
-122.068661,37.396419,ML,85,N,23.186,R23.01,3
-122.068661,37.396419,OR,85,N,23.186,R23.01,3
-122.068108,37.383707,ML,85,N,22.306,R22.13,3
-122.068108,37.383707,OR,85,N,22.306,R22.13,3
-122.067905,37.381833,FR,85,N,22.176,R22,3
-122.067542,37.377217,ML,85,N,21.856,R21.68,3
-122.067542,37.377217,OR,85,N,21.856,R21.68,3
-122.067542,37.377217,FR,85,N,21.856,R21.68,3
-122.058337,37.335431,ML,85,N,18.876,R18.7,3
-122.069566,37.407311,HV,85,N,23.886,R23.71,3
-122.069584,37.407159,FF,85,N,23.876,R23.7,3
-118.218373,34.041407,OR,5,S,134.01,17.44,3
-122.069566,37.407311,FR,85,N,23.886,R23.71,3
-122.067368,37.373213,ML,85,N,21.576,R21.4,3
-122.062707,37.363146,ML,85,N,20.826,R20.65,3
-122.0609,37.353092,ML,85,N,20.116,R19.94,3
-122.0609,37.353092,OR,85,N,20.116,R19.94,3
-122.060285,37.351571,ML,85,N,20.006,R19.83,3
-122.060285,37.351571,FR,85,N,20.006,R19.83,3
-122.059766,37.344713,ML,85,N,19.536,R19.36,3
-122.067604,37.379094,ML,85,N,21.986,R21.81,3
-122.067604,37.379094,OR,85,N,21.986,R21.81,3
-122.054687,37.331501,ML,85,N,18.536,R18.36,3
-122.054687,37.331501,OR,85,N,18.536,R18.36,3
-122.058337,37.335431,OR,85,N,18.876,R18.7,3
-122.068542,37.394258,FR,85,S,23.036,R22.86,3
-122.068412,37.384273,ML,85,S,22.346,R22.17,3
-122.068412,37.384273,OR,85,S,22.346,R22.17,3
-122.068783,37.387585,FR,85,S,22.576,R22.4,3
-122.067805,37.377057,FR,85,S,21.846,R21.67,3
-122.067805,37.377057,ML,85,S,21.846,R21.67,3
-122.067805,37.377057,OR,85,S,21.846,R21.67,3
-122.059717,37.337629,FF,85,S,19.046,R18.87,3
-122.059717,37.337629,FR,85,S,19.046,R18.87,3
-122.070043,37.407009,FF,85,S,23.876,R23.7,3
-122.070055,37.407147,HV,85,S,23.886,R23.71,3
-122.067646,37.373187,ML,85,S,21.576,R21.4,3
-122.063006,37.363107,ML,85,S,20.826,R20.65,3
-122.061523,37.35386,FR,85,S,20.176,R20,3
-122.060518,37.351529,ML,85,S,20.006,R19.83,3
-122.060518,37.351529,OR,85,S,20.006,R19.83,3
-122.067871,37.379368,FR,85,S,22.006,R21.83,3
-122.067871,37.379368,ML,85,S,22.006,R21.83,3
-122.067871,37.379368,OR,85,S,22.006,R21.83,3
-122.054869,37.331409,FF,85,S,18.536,R18.36,3
-122.057007,37.333574,ML,85,S,18.726,R18.55,3
-122.057007,37.333574,OR,85,S,18.726,R18.55,3
-122.059991,37.344708,ML,85,S,19.536,R19.36,3
-122.059717,37.337629,ML,85,S,19.046,R18.87,3
-122.068612,37.395123,ML,85,S,23.096,R22.92,3
-121.690165,37.188785,ML,101,N,370.331,21.06,3
-121.690347,37.188381,ML,101,S,370.357,21.05,3
-122.059344,37.97016,ML,680,N,51.045,19.38,3
-122.065865,37.982228,ML,680,N,51.965,20.3,3
-122.066466,37.98524,ML,680,N,52.175,20.51,3
-122.065116,37.978657,ML,680,N,51.715,20.05,3
-122.065116,37.978657,OR,680,N,51.715,20.05,3
-122.131285,38.061999,ML,680,N,58.863,R.83,3
-122.13154,38.062191,OR,680,S,58.968,R.83,3
-122.025397,37.845783,ML,680,N,41.283,9.91,3
-122.017269,37.839933,ML,680,N,40.683,9.31,3
-122.060476,37.926535,ML,680,N,47.872,16.38,3
-122.060684,37.924806,FR,680,N,47.752,16.26,3
-122.059619,37.970167,ML,680,S,51.095,19.38,3
-122.066035,37.982268,ML,680,S,52.015,20.3,3
-122.066635,37.985273,ML,680,S,52.225,20.51,3
-122.066515,37.914749,ML,680,S,47.029,15.51,3
-122.131517,38.062911,ML,680,S,59.018,R.88,3
-122.13154,38.062191,ML,680,S,58.968,R.83,3
-122.065053,37.977993,ML,680,S,51.715,20,3
-122.131517,38.062911,FF,680,S,59.018,R.88,3
-122.066301,37.915144,OR,680,S,47.059,15.54,3
-122.065532,37.91613,FR,680,S,47.139,15.62,3
-122.065641,37.916017,FR,680,S,47.129,15.61,3
-122.025619,37.845724,ML,680,S,41.318,9.91,3
-122.017522,37.839897,ML,680,S,40.718,9.31,3
-121.938793,37.317459,ML,280,N,5.33,L5.33,3
-121.941507,37.317112,ML,280,S,5.48,L5.48,3
-122.30642,37.825278,FF,80,W,7.72,2.41,3
-122.306251,37.825306,FR,80,W,7.73,2.42,3
-122.306251,37.825306,FF,80,W,7.73,2.42,3
-122.30659,37.825251,FF,80,W,7.71,2.4,3
-122.271549,38.012764,OR,80,W,23.183,9.85,3
-122.306251,37.825306,ML,80,W,7.73,2.42,3
-122.298302,37.846672,FR,80,E,9.73,4.42,3
-122.321257,37.926363,OR,80,E,15.453,2.12,3
-122.230324,38.074144,FR,80,E,28.462,.99,3
-122.230324,38.074144,ML,80,E,28.462,.99,3
-122.219315,38.140013,ML,80,E,33.202,5.73,3
-122.219232,38.140142,OR,80,E,33.212,5.74,3
-122.229258,38.124481,FR,80,E,32.002,4.53,3
-122.229014,38.124871,ML,80,E,32.032,4.56,3
-122.228933,38.125001,OR,80,E,32.042,4.57,3
-122.300293,37.853858,FR,80,W,10.22,4.91,3
-122.321889,37.92657,FR,80,W,15.483,2.15,3
-122.229194,38.124914,ML,80,W,32.032,4.56,3
-122.379097,37.601854,FR,101,N,420.047,17.86,3
-122.379663,37.602219,OR,101,N,420.087,17.9,3
-122.379809,37.602037,OR,101,S,420.113,17.89,3
-122.380656,37.60259,OR,101,S,420.173,17.95,3
-122.382346,37.603701,FR,101,S,420.293,18.07,3
-121.913371,37.701648,ML,580,E,36.242,20.21,3
-121.939005,38.019108,FR,4,W,19.928,20.26,3
-121.939005,38.019108,OR,4,W,19.928,20.26,3
-122.209368,37.861705,ML,24,E,4.824,.43,3
-122.209368,37.861705,OR,24,E,4.824,.43,3
-122.209368,37.861705,FR,24,E,4.824,.43,3
-122.225718,37.848686,ML,24,E,3.383,5.23,3
-122.225718,37.848686,OR,24,E,3.383,5.23,3
-122.221654,37.85316,ML,24,E,3.783,5.63,3
-122.22209,37.852532,FR,24,E,3.733,5.58,3
-122.221654,37.85316,OR,24,E,3.783,5.63,3
-122.226571,37.84877,ML,24,W,3.373,5.22,3
-122.226571,37.84877,FR,24,W,3.373,5.22,3
-122.209838,37.862139,ML,24,W,4.844,.45,3
-122.209838,37.862139,OR,24,W,4.844,.45,3
-122.209838,37.862139,FR,24,W,4.844,.45,3
-122.222499,37.852296,ML,24,W,3.733,5.58,3
-122.222136,37.852955,FR,24,W,3.783,5.63,3
-122.222499,37.852296,OR,24,W,3.733,5.58,3
-122.129446,38.222342,FR,80,E,40.923,13.44,3
-122.127327,38.223717,OR,80,E,41.073,13.59,3
-122.062561,38.257915,FR,80,E,45.373,17.89,3
-122.062459,38.258036,FR,80,E,45.383,17.9,3
-122.061367,38.259379,FR,80,E,45.493,18.01,3
-122.061166,38.259621,OR,80,E,45.513,18.03,3
-122.328331,37.953441,FR,80,E,17.473,4.14,3
-122.326446,37.949288,FR,80,W,17.173,3.84,3
-122.128122,38.223481,FR,80,W,41.033,13.55,3
-122.402393,37.661537,ML,101,N,424.747,22.56,3
-122.401263,37.662266,FR,101,N,424.827,22.64,3
-122.397143,37.665359,ML,101,S,425.183,22.96,3
-122.397266,37.665252,OR,101,S,425.173,22.95,3
-122.394143,37.668456,FR,101,S,425.453,23.23,3
-122.402363,37.661758,ML,101,S,424.803,22.58,3
-122.402363,37.661758,OR,101,S,424.803,22.58,3
-122.308848,37.891533,OR,580,E,63.42,47.49,3
-122.308848,37.891533,FR,580,E,63.42,47.49,3
-122.060688,37.924777,FR,680,N,47.742,16.25,3
-122.088255,37.637181,ML,880,N,26.317,16.09,3
-122.09861,37.652145,ML,880,N,27.497,17.27,3
-122.089968,37.639571,ML,880,N,26.507,16.28,3
-122.264627,37.794185,ML,880,N,41.187,30.96,3
-122.264627,37.794185,FR,880,N,41.187,30.96,3
-122.088463,37.637086,ML,880,S,26.317,16.09,3
-122.098927,37.652014,ML,880,S,27.497,17.27,3
-122.090158,37.639477,ML,880,S,26.507,16.28,3
-121.868816,38.012181,FR,4,E,23.881,24.2,3
-121.744429,37.952549,ML,4,E,33.242,R33.64,3
-121.74361,37.960149,ML,4,E,32.712,R33.11,3
-121.74361,37.960149,OR,4,E,32.712,R33.11,3
-121.852239,38.007839,ML,4,E,24.831,25.15,3
-121.740326,37.964456,FR,4,E,32.363,R32.761,3
-121.88106,38.014744,FR,4,E,23.191,23.51,3
-121.868734,38.012269,FR,4,W,23.834,24.2,3
-121.869759,38.012505,OR,4,W,23.774,24.14,3
-121.86926,38.012389,ML,4,W,23.804,24.17,3
-121.851962,38.007951,ML,4,W,24.784,25.15,3
-121.744424,37.953027,ML,4,W,33.192,R33.64,3
-121.744429,37.952476,FR,4,W,33.232,33.68,3
-121.744429,37.952476,OR,4,W,33.232,33.68,3
-121.739602,37.965316,OR,4,W,32.279,R32.727,3
-122.197851,38.17071,OR,80,E,35.722,8.25,3
-122.229869,38.094187,ML,80,E,29.892,2.42,3
-122.230162,38.09233,FR,80,E,29.762,2.29,3
-122.230069,38.092755,FR,80,E,29.792,2.32,3
-122.230069,38.092755,OR,80,E,29.792,2.32,3
-122.2301,38.092614,OR,80,E,29.782,2.31,3
-122.22982,38.09476,OR,80,E,29.932,2.46,3
-122.201197,38.168444,FR,80,E,35.482,8.01,3
-122.198431,38.170741,FR,80,W,35.702,8.23,3
-122.230301,38.092685,OR,80,W,29.782,2.31,3
-122.230242,38.092968,FR,80,W,29.802,2.33,3
-122.156317,37.469675,OR,101,N,404.137,1.95,3
-122.153526,37.468036,FR,101,N,403.947,1.76,3
-122.154696,37.468732,OR,101,N,404.027,1.84,3
-122.153537,37.467787,OR,101,S,403.973,1.75,3
-122.138264,37.458804,OR,101,S,402.933,.71,3
-122.155726,37.469095,OR,101,S,404.123,1.9,3
-122.157487,37.470129,FR,101,S,404.243,2.02,3
-122.131285,38.061999,FR,680,N,58.863,R.83,3
-122.227194,38.090737,ML,780,W,6.318,7,3
-122.30909,37.88833,OR,80,W,12.57,7.26,3
-121.901149,37.364085,OR,101,N,387.897,38.26,3
-121.902692,37.364382,OR,101,S,388.023,38.35,3
-121.899535,37.363644,OR,101,S,387.843,38.17,3
-121.902233,37.363402,OR,880,N,4.02,4.02,3
-121.901132,37.36614,OR,880,N,4.21,4.21,3
-121.903211,37.362439,OR,880,S,3.94,3.94,3
-121.901551,37.365167,OR,880,S,4.13,4.13,3
-121.974911,38.357573,ML,80,E,54.241,26.76,3
-121.97297,38.359113,FR,80,E,54.391,26.91,3
-122.307214,37.878155,OR,80,E,11.95,6.64,3
-122.308245,37.889597,OR,80,E,12.66,7.35,3
-121.97501,38.357776,ML,80,W,54.251,26.77,3
-122.27986,37.80291,FR,980,E,0.401,.41,3
-122.277632,37.807128,FR,980,E,0.711,.72,3
-122.276601,37.808651,OR,980,E,0.831,.84,3
-122.275345,37.810407,OR,980,E,0.971,.98,3
-122.28012,37.8032,OR,980,W,0.431,.44,3
-122.278352,37.806447,OR,980,W,0.651,.66,3
-122.275579,37.810554,FR,980,W,0.971,.98,3
-121.835925,38.00335,OR,4,E,25.771,26.09,3
-121.835925,38.00335,ML,4,E,25.771,26.09,3
